category,title,content
sport,Verdict delay Greek sprinters,Greek athletics governing body postponed two weeks judgement sprinters Costas Kenteris Katerina Thanou missing doping tests The pair facing lengthy bans missed tests including one eve last years Athens Olympics They set learn fate end February late evidence pushed date back A decision expected around midMarch said one lawyers Michalis Dimitrakopoulos Kenteris 31 mens 200m title 2000 Sydney Games Thanou 30 womens 100m silver medal Sydney face maximum twoyear ban found guilty The athletes spectacularly withdrew Athens Olympics suspended International Association Athletics Federations IAAF missing three tests The IAAF said sprinters failed provide samples tests Tel Aviv Chicago Athens ordered Greek athletics governing body Segas hold disciplinary inquiry The athletes also face criminal hearing Greece missed drugs tests charged faking motorcycle accident day Athens test led spending four days hospital Following final hearing late January athletes sounded confident would acquitted I confident optimistic Thanou said time We presented new evidence committee aware It clear new evidence
sport,Munster Cup tie switched Spain,Munsters Heineken Cup quarterfinal tie Biarritz 3 April switched Real Sociedads Paseo de Anoeta stadium San Sebastian Reals ground holds 32000 whereas Parc des Sports Aguilera Biarritz capacity 12667 The Irish province given least 8000 tickets The decision move difficult one considered fans one primary objectives said Biarritz chairman Marcel Martin We hope rewarded huge crowd behaving best rugby tradition The match first Heineken Cup fixture played Spain expected attract biggestever attendance rugby match country Ulster last Irish team play Paseo de Anoeta stadium faced Euskarians side preseason tour 1998
sport,Henman Murray claim LTA awards,Tim Henman named player year 2004 Lawn Tennis Association Wimbledon Monday The Briton recognised best year career saw reach semis French US Opens Scotlands Andrew Murray named young player year winning US Open juniors well Futures event Italy And world number one Peter Norfolk disabled player year claiming third US Open crown Great Britains 14 boys team year prize victory World Junior Tennis event August Henman start 2005 campaign Kooyong event 12 January field includes Roger Federer Andy Roddick Andre Agassi And Briton optimistic surpassing best effort fourthround place Australian Open begins following week Ive often felt conditions suit game Melbourne Id love able start next year well Australian Open Henman told website Thats Ive changed schedule slightly committing play Kooyong Classic Ill able acclimatise practising event guaranteed matches best players world I think give best possible chance well Australian Open
sport,WrightPhillips start right,England coach SvenGoran Eriksson revealed Shaun WrightPhillips start Netherlands But WrightPhillips make first start England playing left widely expected Shaun WrightPhillips probably start game said Eriksson But Im going start WrightPhillips left Eriksson also revealed Wes Brown start alongside Jamie Carragher injuryhit centre defence When asked Brown Carragher would start Eriksson replied I could tell yes Its blow four five central defenders away injuries On hand good Carragher Brown show level Thats positive The England coach said impressed WrightPhillips form Manchester City He deserves chance He playing well season I look forward seeing And added Andy Johnson Stewart Downing two new players squad would also get chance impress WrightPhillips Downing Johnson start get chance play part Johnson plans year ago great season scoring lot goals Downing another one making great season He young talented many leftfooted players squad
sport,Ferguson fears Milan cutting edge,Manchester United manager Sir Alex Ferguson said sides task AC Milan would made easier absence Andriy Shevchenko Milans talismanic European footballer year misses Wednesdays Champions League firstleg tie fracturing cheekbone Its loss Milan could worse didnt quality bring Ferguson said How much miss I think theyll know tomorrow night Ferguson said Milans front line would still represent formidable challenge defenders They play Rui Costa play Kaka forward They bring Serginho play Jon Dahl Tomasson said Fergusons goalscoring talisman Ruud van Nistelrooy fit Scot admitted unsure whether start Dutchman played three months Ruud best striker Europe What I judge whether struggle early pace long said His ability puts big shout major decision Ferguson though confident young players particularly Wayne Rooney Cristiano Ronaldo task We opportunity win cup year question declared With maturity see every week Ronaldo Rooney return Van Nistelrooy form Roy Keane Paul Scholes Ryan Giggs must fantastic chance It view shared Rooney believes get past Milan great chance As soon I knew playing Milan I got excited Looking draw anyones trophy every chance Hopefully get final Turkey bring cup back Manchester Milan coach Carlo Ancelotti said team looking forward returning venue lifted Europes prestigious club title two seasons ago Milan beat Juventus penalty shootout 00 tie Old Trafford Ancelotti said We happy return Old Trafford play Champions League give us great motivation Ancelotti said aware threat United posed hopes Champions League glory Its fundamental dont allow take control game Our intention adapt play play game said They great quality attack use wings lot make sure stop
tech,Spam emails tempt net shoppers,Computer users across world continue ignore security warnings spam emails lured buying goods report suggests More quarter bought software spam emails 24 bought clothes jewellery As well profiting selling goods services driving advertising traffic organised crime rings use spam glean personal information The Business Software Alliance BSA warned people stay alert Many online consumers dont consider true motives spammers said Mike Newton spokesperson BSA commissioned survey By selling software appears legitimate genuine looking packaging sophisticated websites spammers hiding spyware without consumers knowledge Once software installed PCs networks information given internet obtained abused The results also showed proportion people reading admitting reading taking advantage adult entertainment spam emails low one 10 The research covered 6000 people six countries attitudes towards junk emails revealed Brazilians likely read spam A third read unsolicited junk email 66 buy goods services receiving spam The French second likely buy something 48 44 Britons taking advantage products services This despite 38 people countries worried net security amount spam get More third respondents said concerned spam emails contained viruses programs attempted collect personal information Both industry media helped raise awareness issues surround illegitimate email helping reduce potential financial damage nuisance phishing attacks spoof websites said William Plante director corporate security fraud protection security firm Symantec At time consumers need continue exercising caution protect harm mixture spam filters spyware detection software sound judgement
politics,Cabinet anger Brown cash raid,Ministers unhappy plans use Whitehall cash keep council tax bills local government minister Nick Raynsford acknowledged Gordon Brown reallocated 512m central local government budgets preBudget report Thursday Mr Raynsford said held pretty frank discussions fellow ministers plans But said local governments deliver good services without big council tax rises The central government cash part 1bn package help local authorities England keep next years council tax rises 5 likely general election year Mr Raynsford said nearly central government departments interest well run local authorities And confirmed rows issue ministerial colleagues Obviously pretty frank discussions told BBC Radio 4s The World One But said recognition good settlement local government important health education government departments Ministers sure local government could deliver without unreasonable council tax increases added Mr Raynsford dismissed suggestion move designed keep council taxes ahead expected general election This response concerns voiced local government pressures face Mr Raynsford also plans make savings 100m making changes local government pensions schemes These would raise age retiring workers could claim pensions limit much received retired early He insisted changes modest designed tackle problem workers retiring early But general secretary public services union Unison Dave Prentis criticised plans If want world class public services dont get hitting people approach retirement
tech,Looks music drive mobiles,Mobile phones still enjoying boom time sales according research technology analysts Gartner More 674 million mobiles sold last year globally said report highest total sold date The figure 30 2003 surpassed even optimistic predictions Gartner said Good design look mobile well new services music downloads could go way pushing sales 2005 said analysts Although people still looking better replacement phones evidence according Gartner markets seeing slowdown replacement sales All markets grew apart Japan shows replacement sales continuing western Europe mobile analyst Carolina Milanesi told BBC News website Japan north America western European markets couple years time They already TV music ringtones cameras think mobiles people stopped buying replacement phones But could slight slowdown sales European US markets according Gartner people wait see comes next mobile technology This means mobile companies think carefully offering new models people see compelling reason upgrade said Gartner Third generation mobiles 3G ability handle large amounts data transfer like video could drive people upgrading phones Ms Milanesi said difficult say quickly would happen At end day people cameras colour screens mobiles majority people dont really care technology speed data phone critical Nor would rush produce two three megapixel camera phones reason mobile owners upgrade The majority camera phone models stage compete digital cameras also flashes zooms More likely drive sales 2005 would attention design aesthetics well music services The Motorola Razr V3 phone typical attention design would commonplace 2005 added This womens thing said desire men women gadget form selfexpression It phone functioned said owner Western Europe always market quite attentive design said Ms Milanesi People something nicelooking together entertainment side This year music part play The market fulltrack music downloads worth 20 million 105 million 2004 set worth 18 billion 94 million 2009 according Juniper Research Sony Ericsson released Walkman branded mobile phone W800 combines digital music player 30 hours battery life two megapixel camera In July last year Motorola Apple announced version iTunes online music downloading service would released would compatible Motorola mobile phones Apple said new iTunes music player would become Motorolas standard music application music phones But challenge balancing storage capacity battery life mobile music hopes compete digital music players like iPod Ms Milanesi said models would likely released coming year hard drives But would likely compete smaller capacity music players around four gigabyte storage capacity would put much strain battery life
tech,Hollywood sue net film pirates,The US movie industry launched legal action sue people facilitate illegal film downloading The Motion Picture Association America wants stop people using program BitTorrent swap movies The industry targeting people run websites provide information internet links movies copied filmed cinemas More 100 server operators targeted actions launched US UK MPAA added The suits filed users filesharing programs BitTorrent eDonkey DirectConnect United States United Kingdom France Finland Netherlands MPAA said BitTorrent users download movies following link files found websites called trackers Unlike peertopeer programs BitTorrent works sharing file could anything legitimate digital photo copied movie among multiple users time The movie industry hopes suing people run trackers cut BitTorrent users illegal movies source Last month major film studios started legal action 200 individuals swapping films online The growth broadband made quicker people download movies industry fears take action could suffer downturn music industry
politics,Kennedy questions trust Blair,Lib Dem leader Charles Kennedy said voters fundamental lack trust Tony Blair prime minister He said backing party wasted vote adding Lib Dems see get He made comments start day appearances Channel Five session The Wright Stuff programme Questions callers studio audience shows presenter covered Lib Dem tax plans antiterror laws immigration Mr Kennedy said nearly 22 years Parliament seen prime ministers party leaders come go knew pitfalls British politics 1983 I first elected MP Tony Blair Michael Howard class 83 nearly quarter century world changed recognition said We dont actually hear argument longer Lib Dems good people reasonable ideas thought could win around wasted vote You dont hear evidence peoples senses demonstrates isnt wasted vote But said Mr Blair lost trust British people There fundamental lack trust Tony Blair prime minister government said What weve got party Ive got leader party convey people see get Mr Kennedy also used TV appearance defend partys plans increase income tax 50 earning 100000 saying would apply 1 population He said extra revenue would allow party get rid tuition topup fees introduce free personal care elderly replace council tax local income tax Mr Blair already spent day Five Michael Howard booked similar session
entertainment,France set new Da Vinci novel,French booksellers braced rush interest another book author The Da Vinci Code translated French Angels Demons US author Dan Brown go sale Wednesday The Da Vinci Code set Paris including Louvre sold around one million copies France The main character Robert Langdon also appears Angels Demons The Da Vinci Code made film starring Tom Hanks Angels Demons written The Da Vinci Code sold 20 million copies worldwide translated 40 languages since released 2003 Angels Demons set mainly Rome symbologist Robert Langdon follows 400yearold trail try uncover plot ancient brotherhood The Illuminati blow Vatican The novel deals moral issues debate science religion also seeks uncover mysteries surrounding Pope On website Brown wrote I think reason Angels Demons raising eyebrows right opens Vatican closets people dont even know exist But I think people understand organisation old powerful Vatican could possibly risen power without acquiring skeletons closets Such success The Da Vinci Code France special tours organised trace Langdons footsteps including Louvre museum Saint Sulpice Church The Louvre also given permission parts film version shot museum The film directed A Beautiful Minds Ron Howard due start filming Paris museum May stars Hanks alongside French actress Audrey Tautou
business,Argentina Venezuela oil deal,Argentina Venezuela extended foodforoil deal helped former overcome severe energy crisis last year Argentine President Nestor Kirchner Venezuelan President Hugo Chavez signed deal Buenos Aires Tuesday Last April Argentina signed 240m agreement import Venezuelan fuel exchange agricultural goods deal extended Venezuela import cattle medicines medical equipment Last year Argentinas severe energy crisis forced President Kirchner suspend gas exports Chile Argentina fears rising demand could spark another crisis wants prevent signing deal The two countries also formalised cooperation deal Venezuelan energy firm PDVSA Argentinas Enarsa Under deal Argentine market opened Venezuelan investment President Chavez added Brazils Petrobras could join soon cooperation deal President Chavez ardent promoter concept South American oil company could include stateowned companies Venezuela Argentina Brazil Bolivia The two presidents also agreed create Television Sur Latin American network stateowned television channels
politics,Howard Blair tax pledge clash,Tony Blair said voters wait Labours manifesto see party plans increase tax The premier responding challenge Tory leader Michael Howard said Labour would raise taxes postelection Budget Mr Blair derided Tory claims could cut 35bn wasteful spending saying party got sums wrong The two political leaders clashed days opening salvoes preelection period Mr Howard told MPs every independent expert International Monetary Fund Institute Fiscal Studies suggested government spending raising Labour chancellor would put taxes Mr Blair replied I think wrong simple reason Treasury forecasts economy proven right The Tories Monday highlighted plans tax cuts worth 4bn although specific taxes cut announced They also spelled plans reduced government borrowing spending key services Labour Liberal Democrats said partys sums add claim would cut frontline services But Mr Howard said voters faced clear choice next election waste tax Labour Tory value money lower taxes The Liberal Democrats also launched preelection platform leader Charles Kennedy saying party authentic opposition particularly Iraq war council tax university tuition fees Labour hit back Tory proposals even publication election coordinator Alan Milburn accusing Mr Howard producing fraudulent prospectus
entertainment,The comic book genius Stan Lee,Stan Lee man responsible string comic superheroes become household names court battle slice profits hit SpiderMan movies Many marvel man gave characters extraordinary powers everyday headaches formula revolutionised comics Born 1922 poor workingclass Jewish immigrants Romania Stan Lieberman got job Timely Publications company owned relative He assigned comics division thanks fertile imagination rose editor age 18 For 20 years ultimate hack knocking crime stories horrors westerns anything sate appetite juvenile readership Words two syllables discouraged Characters either good bad shades grey So embarrassed Lieberman much writing refused put real name byline He assumed dumb name Stan Lee legally adopted By time 40 Lee decided old comic game His Britishborn wife Joan suggested nothing lose swansong write kind characters really wanted create After rival comic come superteam consisting Batman Superman Wonder Woman Timely needed respond Lees answer 1961 Fantastic Four team astronauts gained super powers bombarded cosmic rays They change Lees life comics industry forever Lee gave character individual everyday teenage problems dandruff ingrown toenails acne They would frequently fall parents The fan letters poured Without immediately knowing Stan Lee ushered golden age comics imagination rekindled His Marvel universe spawned new title Marvel Comics Soon nerdy Peter Parker transformed bite irradiated spider someone could crawl sides New Yorks skyscrapers SpiderMan born He become icon modern popular culture Spidey affectionately known quite extraordinary powers yet problems work home girlfriends At last teenager longer sidekick main hero And hero longer brawn brains Just hes hero super powers doesnt mean doesnt problems Stan Lee told BBC The Incredible Hulk The Mighty Thor Iron Man rest grappled problems like drug abuse bigotry social inequality Radically Lee gave artists responsible comic designs credits work Jack Kirby Frank Miller John Romitaand others achieved cult status right Other superheroes broke new ground ways Daredevil blind Black Panther black Silver Surfer pondered state humanity Lees influence remains Some years ago Marvel hero Northstar came closet In heyday Marvel selling 50 million copies year Until retired editing 1971 Stan Lee wrote copy Marvels covers In 1999 Stan Lee Media venture aimed marrying comicstrips internet went spectacularly wrong Lee went bankrupt business partner landed prison fraud In 2001 though started new company entitled POW Purveyors Wonder Entertainment currently developing films television programmes His latest project superhero based real person Jay J Armes metal claws losing hands aged 12 fights crime tiger But 40yearold creations still enduring ever XMen The Hulk Daredevil turned Hollywood action movies last five years But SpiderMan biggest box office hit 2002 original 2004 sequel taking almost 16bn 857m ticket sales around world DVD merchandise sales counted It seems Stan Lee indestructible heroes
sport,FA charges Liverpool Millwall,Liverpool Millwall charged Football Association crowd trouble Carling Cup match 26 October Millwall lost match 30 also charged alleged racist behaviour supporters During match Millwalls new Den Stadium seats ripped four people ejected ground A disabled fan injured perimeter pitch riot police needed control situation Liverpool fans claimed trouble sparked chants Hillsborough disaster 96 supporters crushed death April 1989 But Lions chairman Theo Paphitis denied claims He said CCTV footage showed catalyst trouble Liverpool fan attacking Millwall fan west stand However Millwall charged two breaches FA rules They charged failing ensure fans refrained racist andor abusive behaviour failing prevent spectators throwing missiles onto pitch Liverpool charged one breach failing prevent fans conducting threatening andor violent andor provocative behaviour Both clubs 23 December respond
entertainment,Prince crowned top music earner,Prince earned pop star 2004 beating artists Madonna Elton John US magazine Rolling Stones annual list The singer banked 565m 304m concerts album publishing sales Musicology tour album He kept Madonna second place earned 549m 295m embarking global ReInvention Tour Veterans Simon Garfunkel 10th place comeback tour helping earn 249m 134m last year Prince returned centre stage decade commercial wilderness magazine reported The singers 2004 tour took 903m 485m ticket sales sold 19 million copies latest album Musicology Although grossed Prince last year Madonna remained second place monumental production costs tour Heavy metal band Metallicas Madly Anger World tour helped push 2004 earnings 431m 231m They ahead Sir Elton John took fourth place almost 427m 23m performances including debut Las Vegas Strip Other seasoned performers list included Rod Stewart whose soldout shows third volume The Great American Songbook covers album helped net 35m 19m The highestranking rap act list 50 Cent number 19 took 24m 13m bank
tech,Apple unveils lowcost Mac mini,Apple unveiled new lowcost Macintosh computer masses billed Mac mini Chief executive Steve Jobs showed new machine annual MacWorld speech San Francisco The 499 Macintosh sold 339 UK described Jobs important Mac made Apple Mr Jobs also unveiled iPod shuffle new music player using cheaper flash memory rather hard drives used expensive iPods The new computer shifts company new territory traditionally firm known design innovationled firm rather massmarket manufacturer The Mac mini comes without monitor keyboard mouse second version larger hard drive also sold 599 The machine available 22 January described Jobs BYODKM bring display keyboard mouse In attempt win Windows PC customers Mr Jobs said would appeal people thinking changing operating systems People thinking switching excuses said Its newest affordable Mac ever The new computer subject speculation several weeks people surprised announcement many analysts already said sensible move In January Apple sued website published said specifications new computer Ian Harris deputy editor UK magazine Mac Format said machine would appeal PCowning consumers purchased iPod They want taste Mac like seen iPod Harris added Everybody thought Apple happy remain niche maker luxury computers moving market dominated low margin manufacturers like Dell bold move But shows Apple keen capitalise mass market success iPod The Mac mini appeal PC users looking attractive fuss computer The new iPod shuffle comes two versions one offering 512mb storage 99 69 Uk second one gigabyte storage 149 99 went sale Tuesday The music player display play songs either consecutively shuffled The smaller iPod hold 120 songs said Mr Jobs Mr Jobs told delegates MacWorld iPod already 65 market share digital music players
business,Electrolux export Europe jobs,Electrolux saw shares rise 14 Tuesday said would shifting manufacturing lowcost countries The Swedish firm worlds largest maker home appliances said relocate 10 27 plants western Europe North America It say facilities would affected intends moving Asia eastern Europe Mexico The company two manufacturing sites County Durham It makes lawn garden products Newton Aycliffe cookers ovens Spennymoor The Newton Aycliffe plant could also affected Electroluxs separate announcement spinoff outdoor products unit new separate company Electroluxs subsidiary brands include AEG Zanussi Frigidaire The company said speeding restructuring programme aims save 190m 265m annually 2009 We see half plants highcost countries around 10 risk said Electrolux chief executive Hans Straberg It looks pretty grim said Swedish trades union official Ulf Carlsson What going end producing Sweden
business,US adds jobs expected,The US economy added 337000 jobs October sevenmonth high far Wall Street expectations In welcome economic boost newly reelected President George W Bush Labor Department figures come slow summer weak jobs gains Jobs created every sector US economy except manufacturing While separate unemployment rate went 55 54 September people actively seeking work The 337000 new jobs added US payrolls October twice 169000 figure Wall Street economists forecast In addition Labor Department revised number jobs created two previous months 139000 September instead 96000 198000 August instead 128000 The better expected jobs data immediate upward effect stocks New York main Dow Jones index gaining 454 points 10360 late morning trading It looks like job situation improving support consumer spending going holidays offset drag caused high oil prices year said economist Gary Thayer AG Edwards Sons Other analysts said upbeat jobs data made likely US Federal Reserve would increase interest rates quarter percentage point 2 meets next week It empower Fed clearly something said Robert MacIntosh chief economist Eaton Vance Management Boston Kathleen Utgoff commissioner Bureau Labor said many 71000 new construction jobs added October involved rebuilding cleanup work Florida neighbouring Deep South states following four hurricanes August September The dollar rose temporarily job creation news falling back new record low euro investors returned attention economic factors USs record trade deficit There also speculation President Bush deliberately try keep dollar low order assist growth exports
politics,Army chiefs regiments decision,Military chiefs expected meet make final decision future Scotlands Army regiments A committee Army Board made senior defence figures discuss plans restructuring regiments Monday The proposals include cutting Scotlands six singlebattalion regiments five merging super regiment The plans faced stiff opposition campaigners politicians alike The committees decision must ratified Defence Secretary Geoff Hoon Prime Minister Tony Blair It expected made public next week When ministers announced reorganisation Army drew question mark futures Black Watch Kings Own Scottish Borderers Royal Scots Royal Highland Fusiliers Argyll Sutherland Highlanders In October Council Scottish Colonels proposed merger Royal Scots Kings Own Scottish Borderers single battalion Under vision would one five new super regiment The proposals either merge amalgamate six regiments super regiment sparked political outcry Labour backbenchers opposition politicians opposing plan They felt timing insensitive Black Watch frontline Iraq suffering casualties The Save Scottish Regiments campaigners angered threatened stand Labour next general election Speaking ahead expected Army Board meeting spokesman said The government Army Board spent past four months attempting trick serving soldiers public thinking planned changes Scottish regiments good Army serving soldier They much good destroy Scotlands regiments moulding single super regiment lead severe recruitment problems loss local connections regiments loss Scotland important part heritage importantly future regiments envy armies around world An alternative blueprint put forward Labour MP Eric Joyce proposed going ahead merger preserving regiments For brief time speculation prime minister might consider plan seems unlikely Speaking Scotland last week Mr Blair said aim preserve tradition introduce effective structure hinted super regiment likely He said They dont want get rid history traditions regiment local connections far want make sure transfer people easily across regiments deploy flexibly The prime minister said hoped campaigners concerns would taken account need effective change paramount
politics,Borders rail link campaign rally,Campaigners stage rally calling Borders rail link closed 1969 reopened They mark 36th anniversary line closure ran Edinburgh Borders Carlisle walk Tweedbank Anne Borthwick Campaign Borders Rail said reopening Waverley Line would restore areas prosperity MSPs considering reintroduction passenger rail services Midlothian Borders Campaigners said reopening Waverley Line could cost 100m would huge economic boost Borders In 2000 Borders Council said areas economy suffered since closure Ms Borthwick said lobby group determined keep pressure Scottish Executive We hoping many people join us march mark 36th anniversary closure Waverley Line said Campaign Borders Rail biggest independent lobby group Scotland lobbying tirelessly reinstatement rail services Borders eventually Carlisle We believe time Scottish Executive commit first phase project pledging fund line Edinburgh Tweedbank first instance investigate extending line future Ms Borthwick said reopening line would prosperous move protect character Scottish Borders A study 2000 commissioned executive Scottish Borders Council Midlothian Council Scottish Borders Enterprise found halfhourly service Tweedbank Edinburgh could cover operating costs It also found halfhourly service Gorebridge Edinburgh could cover operating costs freight railway joining West Coast Main Line Longtown could also reinstated
tech,Disney backs Sony DVD technology,A next generation DVD technology backed Sony received major boost Film giant Disney says produce future DVDs using Sonys Bluray Disc technology ruled rival format developed Toshiba The two competing DVD formats Bluray developed Sony others Toshibas HDDVD courting top film studios several months The next generation DVDs promise high quality pictures sound well lot data Both technologies use blue laser write information It shorter wavelength data stored Disney latest studio announce technology backing format battle mirrors 1980s Betamax versus VHS war Sony lost JVC fight The current battle Hollywoods hearts minds crucial one highdefinition films bring billions revenue studios would prefer use one standard Last month Paramount Universal Warner Brothers said opting Toshiba NECbacked format HDDVD highdefinition discs Those studios currently produce 45 DVD content Sony Pictures Entertainment MGM Studios already staked allegiance Bluray Disc Association whose members also include technology companies Dell Samsung Matsushita Twentieth Century Fox still announce technology supporting If Fox decided go Bluray would mean format would 47 share DVD content Disney said films would available Bluray format DVD players standard went sale North America Japan expected 2006 Universal start producing films HDDVD format 2005 Paramount start releasing titles using standard 2006 Toshiba expects sales HDDVDs reach 300bn yen 29bn 15bn 2010
entertainment,How Academy Awards flourished,The 77th annual Academy Awards taking place 27 February stars moviemaking world holding breath discover showered honours year But humble beginnings modern day extravaganza become behemoth today HOW IT ALL STARTED The first Academy Awards handed 1929 comparatively lowkey dinner held Hollywood Roosevelt Hotel road modern day home Just 250 guests attended ticket prices 5 The first film win Wings starred Clara Bow silent movie win big award For first 10 years winners list handed newspapers could publish 11pm 1940 winners published Los Angeles Times 845pm meaning guests entering ceremony knew already knew results As result sealed envelope system introduced leading secrecy suspensefilled night happens today WHEN AND WHERE The tradition holding awards banquet continued 1942 increasing interest came growing guest list became impractical host dinner The ceremonies transferred theatres famous Graumans Chinese Theatre first host expanded event Other venues included Dorothy Chandler Pavilion Shrine Auditorium They held Kodak Theatre opened 2002 across road original home holds 6000 people Until 1954 held Thursday swapped around Monday Wednesday Sunday night settled although month swapped May April March current month February The first televised ceremony 1953 Bob Hope MC WHO WAS OSCAR There solid evidence trophy became known Oscar One popular story Academy librarian Margaret Herrick said statue looked like uncle Oscar A journalist apparently overheard conversation used phrase article The first time thought used print columnist Sidney Skolsky used describe Katherine Hepburns first best actress win 1934 The Academy officially adopted nickname 1939 The trophy designed MGM art director Cedric Gibbons Since inception 2530 Oscars handed In support war effort Academy handed plaster Oscar statuettes WWII After war winners exchanged plaster awards real thing Fiftyfive statues stolen en route awards 2000 52 recovered nine days later Winners unaffected new batch rushed WHO SITS IN JUDGEMENT The Academy set 1927 nonprofit organisation 36 members different film disciplines Douglas Fairbanks Sr first president oversaw first awards There 5700 members Academy membership invitation seen achieved distinction movies therefore seen fit judge peers Some criteria admittance includes film credits reflect high standards Academy receipt Academy Award nomination achievement unique distinction earning special merit making outstanding contribution film THE STARS WHO LEFT EMPTYHANDED While many biggest films moviemakers honoured Academy still surprise receive nominations later went become classics Among overlooked films Hobsons Choice Dirty Harry The 39 Steps The Searchers King Kong Actors failed win iconic roles included Al Jolson Jazz Singer 1927 Humphrey Bogart Casablanca 1944 Gene Kelly Singing Rain 1952 Henry Fonda 12 Angry Men 1957 Alfred Hitchcock also failed win award despite five nominations His enduring influence horror genre finally recognised honorary gong 1968 THE SHOW ALWAYS GOES ON Not even war halted glittering Hollywood event There calls cancelled 2003 war Iraq didnt stop World War II Vietnam war Documentary winner Michael Moore ensured nobody forgot Iraq war though used acceptance speech criticise American invasion The ceremony muted glitz turned many female stars opting demure dark dresses The ceremony postponed three occasions Los Angeles floods 1938 saw put back week The death Martin Luther King saw postponed two days 1968 mark respect 24hour delay following assassination attempt President Ronald Reagan CONTROVERSIES AND OTHER GAFFES Three people refused Oscars including actor George C Scott said whole thing demeaning Writer Dudley Nichols refused Academy Award 1935 screenplay The Insider Writers Guild striking time Marlon Brando turned best actor Oscar The Godfather 1973 protest Hollywoods apparent discrimination Native American people He sent along woman called Sacheen Littlefeather collect award She later revealed Native American actress Maria Cruz The following year Robert Opal interrupted proceedings streaked flashing peace sign well everything else The TV network managed pan away avoid much nudity Opal murdered 1979 Frank Capra butt one major gaffe 1934 host opened best picture envelope declared come get Frank Frank Capra bounded stage realising meant Frank Lloyd Cavalcade Capra vowed would never go awards went following year collect award It Happened One Night
sport,Barcelona title hopes hit loss,Barcelonas pursuit Spanish title took blow Sunday fell 20 defeat home Atletico Madrid Fernando Torres gave Athletico ideal start goal first minute Ronaldino wasted secondhalf chance equalise Barca put penalty wide Torres made mistake lastminute spotkick The defeat coupled Real Madrids 40 win Espanyol Saturday reduces Barcas lead four points Former Everton midfielder Thomas Gravesen scored first goal Real comfortable victory Bernabeu Zinedine Zidane opened scoring Raul bagged brace Gravesen replaced Zidane completed scoring 84th minute low shot David Beckham watched SvenGoran Eriksson came 67th minute shoulder injury fit Englands game Holland England teammate Michael Owen came Raul 76 minutes game already Real six consecutive Primera Liga games since coach Wanderley Luxemburgo took charge
sport,Stevens named England lineup,England named Bath prop Matt Stevens starting lineup Six Nations match Ireland Lansdowne Road Sunday Fellow Bath prop Duncan Bell start bench coach Andy Robinson makes one change team beaten France It Stevens first start two caps replacement All Blacks last year Leicester duo Ollie Smith Andy Goode drafted onto bench Stevens takes Phil Vickery suffered broken arm playing Gloucester last weekend Im confident Matt grasp opportunity make mark Ireland said Robinson All three players shown outstanding form late recently England A win France A club added Robinson Selection beckons players demonstrate consistent ability This game Ireland massive We recognise mustwin game us season England confirmed Sale Sharks prop Andrew Sheridan considered selection injury picked back ankle last Fridays match Leeds J Robinson Sale Sharks capt M Cueto Sale Sharks J Noon Newcastle O Barkley Bath J Lewsey Wasps C Hodgson Sale Sharks H Ellis Leicester G Rowntree Leicester S Thompson Northampton M Stevens Bath D Grewcock Bath B Kay Leicester J Worsley Wasps L Moody Leicester M Corry Leicester A Titterrell Sale Sharks D Bell Bath S Borthwick Bath A Hazell Gloucester M Dawson Wasps A Goode Leicester O Smith Leicester
politics,MPs tout Lords replacement plan,A group MPs tried raise pressure Tony Blair reform House Lords publishing detailed blueprint change The crossparty group unveiled draft bill proposing smaller second chamber 70 members would elected MPs peers failed agree reform since 1999 600 hereditaries lost seats The group says win support removing last 92 hereditaries The government postponed plans remove remaining hereditary peers said unlikely succeed opposition Lords Tony Blair argued needs consensus reforms There suggestions proposals changing least powers Lords Labours manifesto But allparty group including Tories Ken Clarke Sir George Young Labours Robin Cook Tony Wright Liberal Democrat Paul Tyler confident plan would win support large majority And list former Conservative leader William Hague former Labour leader Neil Kinnock supporters plans The group says British public clear majority MPs support replacing Lords largelyelected second chamber Their plan would see House Lords renamed Second Chamber Parliament members would known MSCPs There would 385 MSCPs including 270 elected members 87 appointed members 16 bishops They would serve 12 14 years Mr Cook said holding elections MSCPs day MPs might help motivate electorate increase voter turnout He added Over last year I seen many statements senior figures government insisting public must right choice What could important choice people sit Parliament The group believes pressure growing change governments current position unsustainable It wants three main parties include commitment largely democratic second chamber manifestos Mr Clarke said issue went heart reforming health British political system And Mr Tyler said prime ministers view agreement shape future Lords flawed The problem I think prime ministers mind doesnt appear consensus includes said We providing consensus The Elect Lords Campaign said draft bill important contribution debate We believe draft bill detailed enough form basis closer parliamentary scrutiny said coordinator Peter Facey In lieu clear proposals government must permit happen
business,China top trader Japan,China overtook US become Japans biggest trading partner 2004 according numbers released Japans Finance Ministry Wednesday China accounted 201 Japans trade 2004 compared 186 US In 2003 US ahead 205 China came second 192 The change highlights Chinas growing importance economic powerhouse In 2004 Japans imports exports China Hong Kong added 22201bn yen 2146bn1145bn This highest figure Japanese trade China since records began 1947 It compares 204795bn yen trade US Trade US 2004 hurt oneoff factors including 13month ban US beef imports following discovery cow infected mad cow disease BSE US However economists predict China become even important Japanese trading partner coming years On Tuesday figures showed Chinas economy grew 95 2004 experts say overall growth picture remains strong Analysts see two spurs future growth Chinas membership World Trade Organisation lower trade tariffs During 2004 Japans trade surplus grew 179 12011 trillion yen half surplus 6962 trillion yen accounted trade US In December surplus grew 18 year ago 114 trillion yen thanks strongerthanexpected exports
